"year","price"
"Oct
2017","181.42"
"Dec
2017","338.21"
"Dec
2017","148.39"
"Dec
2017","397.18"
"Mar
2018","411.73"
"Jun
2018","194.37"
"Jul
2018","209"
"Sep
2018","160.93"
"Sep
2018","150.48"
