"year","price"
"Oct
2017","391.617"
"Oct
2017","170.28"
"Nov
2017","244.762"
"Dec
2017","403.709"
"Jan
2018","243.879"
"Jan
2018","244.762"
"Feb
2018","115.59"
"Feb
2018","183.92"
"Mar
2018","149.44"
"Mar
2018","183.92"
"Mar
2018","183.92"
"Apr
2018","200.64"
"May
2018","183.92"
"May
2018","183.92"
"Jun
2018","200.64"
"Jul
2018","165.07"
"Jul
2018","165.07"
"Aug
2018","183.92"
"Sep
2018","188.06"
