"year","price"
"Oct
2017","675.6"
"Oct
2017","515.768"
"Oct
2017","505.883"
"Oct
2017","714.091"
"Nov
2017","511.072"
"Nov
2017","408.098"
"Nov
2017","562.547"
"Nov
2017","513.931"
"Dec
2017","481.183"
"Dec
2017","637.2"
"Dec
2017","525.279"
"Dec
2017","592.557"
"Dec
2017","954.429"
"Jan
2018","537.41"
"Jan
2018","405.46"
"Feb
2018","438.9"
"Feb
2018","483.523"
"Mar
2018","415.87"
"Apr
2018","371.13"
"May
2018","262.3"
"Jul
2018","498.202"
"Jul
2018","304"
"Sep
2018","248.75"
