"year","price"
"Oct
2017","354.878"
"Nov
2017","379.27"
"Dec
2017","362.659"
"Dec
2017","647.81"
"Jan
2018","363.758"
"Jan
2018","367.05"
"Feb
2018","373.78"
"Mar
2018","694.09"
"Apr
2018","575.8"
"May
2018","407.7"
"May
2018","473.6"
"Jun
2018","550.95"
"Jul
2018","388.95"
"Aug
2018","345.95"
"Sep
2018","386.95"
"Sep
2018","436.95"
