"year","price"
"Oct
2017","273.75"
"Oct
2017","400.051"
"Nov
2017","137.9"
"Dec
2017","181.15"
"Dec
2017","158.8"
"Jan
2018","151.53"
"Apr
2018","160"
"Jun
2018","194.33"
"Jul
2018","182.83"
"Aug
2018","188.1"
"Sep
2018","154.62"
