"year","price"
"Oct
2017","308.989"
"Nov
2017","366.614"
"Nov
2017","284.1"
"Jan
2018","266.35"
"Feb
2018","262.88"
"Apr
2018","230.97"
"May
2018","397.5"
"Jun
2018","412.97"
"Jul
2018","163.54"
"Jul
2018","317.45"
"Aug
2018","246.45"
"Sep
2018","517.45"
"Oct
2018","262.45"
