"year","price"
"Oct
2017","116.32"
"Oct
2017","127.89"
"Oct
2017","105.9"
"Nov
2017","326.226"
"Nov
2017","203.71"
"Nov
2017","239.48"
"Nov
2017","116.4"
"Dec
2017","448.336"
"Dec
2017","208.41"
"Mar
2018","509.45"
"Apr
2018","477.74"
"May
2018","474.4"
"Jun
2018","473.07"
"Jul
2018","296.75"
"Jul
2018","416.35"
"Aug
2018","302.75"
"Sep
2018","311.75"
"Oct
2018","296.75"
