"year","price"
"Oct
2017","635.018"
"Oct
2017","641.774"
"Oct
2017","486.351"
"Oct
2017","364.27"
"Nov
2017","429.692"
"Nov
2017","553.237"
"Nov
2017","640.54"
"Dec
2017","327.15"
"Dec
2017","407.751"
"Dec
2017","606.763"
"Dec
2017","972.226"
"Jan
2018","303.05"
"Feb
2018","324.47"
"Feb
2018","593.484"
"Mar
2018","479.37"
"Apr
2018","304.31"
"Apr
2018","316.58"
"Jun
2018","479.45"
"Jul
2018","523.45"
"Aug
2018","372.95"
