"year","price"
"Jun
2009","1131"
"Jul
2009","1518.29"
"Aug
2009","1213.62"
"Sep
2009","1110.08"
"Nov
2009","1130.22"
"Nov
2009","1063"
"Feb
2010","1059"
"Apr
2010","1644.11"
